id,id_trasy,id_pojazdu,id_pracownika,id_czasu,ilosc_biletow_nor,ilosc_biletow_ulg,godzina_przejazdu,minuty_przejazdu,poziom_wypelnienia,odleglosc,przychod
4185,1399,2451,2247,265,8,6,9,19,0.7,670.8,136
4186,1439,1490,1718,273,1,3,9,34,0.3333333333333333,688.8,29
4187,1077,1730,1854,1346,6,3,4,44,0.5625,340.8,99
4188,2444,911,633,1154,21,12,7,38,1,549.6,291
4189,316,1052,2194,2313,14,4,6,2,0.782608695652174,434.4,202
4190,1628,2349,1969,2084,9,6,11,39,0.6,838.8,156
4191,613,200,1849,309,5,4,6,37,0.9,476.4,77
4192,1495,584,1876,1965,3,29,5,42,0.9411764705882353,410.4,120
4193,80,2127,1812,24,0,28,7,30,0.9032258064516129,540,252
4194,1932,398,1201,1590,0,6,5,41,0.5454545454545454,409.2,30
4195,1993,1750,400,1947,13,2,12,10,0.7142857142857143,876,149
4196,260,1862,45,2070,7,5,8,40,0.7058823529411765,624,133
4197,830,1856,2083,629,8,0,3,13,0.8,231.6,96
4198,189,1539,1508,2237,1,17,2,40,0.8571428571428571,192,62
4199,765,266,1492,2047,0,13,6,34,0.5652173913043478,472.8,117
4200,309,1750,831,1024,15,2,12,29,0.8095238095238095,898.8,198
4201,765,2038,2171,2352,15,2,11,17,0.7083333333333334,812.4,183
4202,263,711,901,2111,13,8,12,13,0.8076923076923077,879.6,183
4203,1293,1563,910,494,13,7,6,28,0.7692307692307693,465.6,212
4204,955,1490,639,2202,9,2,8,37,0.9166666666666666,620.4,122
4205,609,1059,2102,2205,0,8,6,0,0.2962962962962963,432,24
4206,1339,1706,855,2097,4,0,8,14,0.25,592.8,56
4207,1695,2375,2293,968,16,0,7,20,0.9411764705882353,528,192
4208,1140,1871,548,716,4,27,5,41,0.9393939393939394,409.2,152
4209,1187,120,2465,2304,16,8,13,21,0.96,961.2,176
4210,1900,26,2146,26,16,11,10,28,0.9642857142857143,753.6,209
4211,58,653,666,2381,24,7,7,58,0.9393939393939394,573.6,303
4212,1408,1655,531,2259,21,3,4,30,0.8571428571428571,324,315
4213,245,1735,416,1252,20,2,6,37,0.7586206896551724,476.4,290
4214,1734,1041,425,1051,7,10,4,32,0.9444444444444444,326.4,138
4215,1257,363,1641,2415,22,0,7,18,0.9565217391304348,525.6,264
4216,1373,1448,2429,1250,14,3,5,5,0.7391304347826086,366,192
4217,2207,751,184,130,8,0,5,55,0.25,426,88
4218,1381,703,1587,1244,8,2,11,17,0.43478260869565216,812.4,108
4219,2191,2257,2469,1954,14,3,7,0,0.7083333333333334,504,169
4220,1518,963,829,356,9,10,7,20,0.6333333333333333,528,158
4221,825,1191,1250,118,7,4,2,15,1,162,100
4222,2218,519,2158,96,26,0,4,37,0.9629629629629629,332.4,338
4223,607,320,888,601,0,8,4,58,0.47058823529411764,357.6,24
4224,2081,1575,442,2360,11,10,5,23,0.6176470588235294,387.6,163
4225,286,224,195,622,2,17,7,47,0.6333333333333333,560.4,158
4226,1250,926,1504,1431,4,13,6,49,0.6538461538461539,490.8,66
4227,292,2128,1097,2159,4,14,6,49,0.8571428571428571,490.8,168
4228,83,657,1164,142,11,12,1,22,0.7931034482758621,98.4,216
4229,2262,984,95,1504,6,0,7,46,0.35294117647058826,559.2,66
4230,2352,1569,583,1326,18,4,6,28,0.9166666666666666,465.6,288
4231,1781,1267,1548,343,14,1,12,46,0.9375,919.2,189
4232,587,145,1045,1750,9,11,12,49,0.7407407407407407,922.8,165
4233,332,658,1571,1403,21,2,5,7,0.92,368.4,264
4234,844,264,584,272,12,10,5,39,0.8461538461538461,406.8,216
4235,1133,2464,2263,1166,18,8,2,30,0.8666666666666667,180,250
4236,675,1152,1542,1484,3,4,9,39,0.4117647058823529,694.8,47
4237,1755,455,751,2117,2,8,6,12,0.3225806451612903,446.4,44
4238,762,652,1808,2495,15,7,11,29,0.6666666666666666,826.8,194
4239,391,962,87,449,7,10,2,16,0.6296296296296297,163.2,104
4240,1186,1090,638,1742,4,10,8,3,0.7,579.6,130
4241,1748,2079,1134,865,24,1,10,43,0.8333333333333334,771.6,292
4242,306,315,40,1686,0,3,2,25,0.21428571428571427,174,21
4243,991,2086,570,1838,5,5,8,17,0.9090909090909091,596.4,110
4244,2148,1467,1761,1827,18,13,6,53,0.9393939393939394,495.6,351
4245,716,2125,2097,2260,20,3,7,28,0.92,537.6,307
4246,2042,518,1400,2100,4,10,2,31,0.9333333333333333,181.2,130
4247,926,803,972,624,4,3,7,13,0.5,519.6,59
4248,1748,1558,2312,1515,9,1,7,59,0.8333333333333334,574.8,112
4249,2062,2167,783,570,0,10,6,4,0.7142857142857143,436.8,20
4250,200,458,794,1923,27,2,11,36,1,835.2,307
4251,2039,1721,1762,900,0,0,6,21,0,457.2,0
4252,2051,288,1478,2031,8,18,7,48,1,561.6,184
4253,160,2138,72,788,1,3,8,23,0.4,603.6,37
4254,790,1663,1123,1158,4,0,11,55,0.18181818181818182,858,40
4255,1506,2496,1640,5,27,0,4,52,1,350.4,351
4256,164,1946,2457,719,12,6,7,9,1,514.8,156
4257,1344,2122,2263,762,6,17,0,38,0.8214285714285714,45.6,169
4258,1728,161,692,1341,25,1,9,55,1,714,306
4259,722,2158,1818,2110,4,5,9,21,0.9,673.2,84
4260,2203,1964,671,1745,13,4,3,23,0.9444444444444444,243.6,210
4261,2275,764,2419,1281,4,0,9,45,0.2,702,44
4262,2238,2235,1912,1671,14,7,3,14,0.7777777777777778,232.8,161
4263,387,1288,1072,922,12,6,2,33,0.9,183.6,156
4264,1445,1882,1893,1009,7,5,4,38,0.5454545454545454,333.6,87
4265,1474,1136,1290,664,17,0,8,29,1,610.8,204
4266,763,885,1000,1901,0,0,4,56,0,355.2,0
4267,2367,115,2018,1944,16,0,6,37,0.8888888888888888,476.4,208
4268,2176,1312,1652,2078,21,9,3,46,0.967741935483871,271.2,324
4269,986,2026,2162,1556,12,0,7,24,0.8571428571428571,532.8,120
4270,1722,1184,991,182,11,3,5,47,0.6086956521739131,416.4,133
4271,1262,1391,2410,781,5,3,6,54,0.3333333333333333,496.8,88
4272,1725,2479,2391,78,0,9,4,3,0.5,291.6,81
4273,1158,327,582,1698,13,4,7,40,0.7391304347826086,552,154
4274,1888,1661,123,918,14,0,7,29,0.875,538.8,196
4275,193,2171,235,1319,24,2,6,57,1,500.4,324
4276,2257,1424,444,91,8,17,10,24,1,748.8,114
4277,470,1536,1774,1859,9,10,5,40,0.59375,408,129
4278,1479,623,1951,1585,5,9,10,29,0.5,754.8,132
4279,44,820,594,1727,30,0,10,41,1,769.2,300
4280,533,793,1610,689,6,9,7,48,0.4838709677419355,561.6,114
4281,2342,2020,814,1981,10,19,11,11,1,805.2,252
4282,513,1007,902,1353,7,8,8,4,0.7142857142857143,580.8,140
4283,573,2283,1343,2155,15,11,4,16,0.8666666666666667,307.2,298
4284,766,835,631,2067,1,1,9,10,0.2,660,21
4285,2194,1131,2110,26,13,4,10,28,0.6538461538461539,753.6,164
4286,144,2394,904,1547,23,2,6,58,0.9615384615384616,501.6,286
4287,991,2330,2360,106,16,1,11,15,1,810,232
4288,1028,580,519,680,8,3,2,39,0.7333333333333333,190.8,124
4289,2143,1553,1292,1995,10,0,2,42,1,194.4,130
4290,559,2237,2297,1007,16,2,7,51,0.9,565.2,208
4291,1125,1767,883,41,16,2,3,20,0.9473684210526315,240,180
4292,710,2500,1533,311,30,2,9,1,1,649.2,430
4293,126,2089,1582,1990,14,2,3,53,0.5517241379310345,279.6,152
4294,274,1726,700,2096,11,5,11,27,0.5925925925925926,824.4,177
4295,2066,1119,1748,336,3,16,5,17,0.7916666666666666,380.4,110
4296,577,603,754,2121,21,0,2,30,0.9130434782608695,180,210
4297,1364,545,426,985,11,1,4,10,0.41379310344827586,300,137
4298,41,2103,2066,1402,16,1,0,55,0.7727272727272727,66,232
4299,977,171,1865,955,18,5,3,28,0.8518518518518519,249.6,282
4300,2456,1548,73,2491,8,5,7,48,0.7222222222222222,561.6,111
4301,872,1377,78,476,6,6,12,50,0.5714285714285714,924,132
4302,575,2133,531,947,26,8,6,17,1,452.4,386
4303,525,1876,2438,1980,5,0,10,49,0.38461538461538464,778.8,70
4304,2071,1410,2122,1982,9,0,4,26,0.9,319.2,126
4305,2061,684,1331,262,4,16,12,13,1,879.6,112
4306,1461,2402,2224,732,0,24,8,54,0.8275862068965517,640.8,144
4307,1898,1673,1815,1734,12,7,9,6,1,655.2,181
4308,1883,1210,1201,507,18,12,5,1,0.9090909090909091,361.2,204
4309,438,1124,1397,2106,1,0,9,8,0.0625,657.6,14
4310,1000,47,2074,2341,1,8,7,26,0.5,535.2,30
4311,981,2350,1039,1393,9,2,8,7,0.9166666666666666,584.4,117
4312,226,193,2141,146,5,6,5,46,0.5,415.2,104
4313,2000,428,220,1238,11,5,6,32,0.7619047619047619,470.4,130
4314,428,1964,2392,1045,17,0,10,31,0.9444444444444444,757.2,204
4315,1518,986,1834,854,24,1,7,20,1,528,293
4316,887,586,1504,351,3,4,5,24,0.4375,388.8,55
4317,1851,2169,1021,357,8,3,7,39,0.7857142857142857,550.8,119
4318,549,1313,391,549,22,3,9,50,0.8064516129032258,708,323
4319,2246,2054,283,894,17,1,8,11,1,589.2,223
4320,17,443,1508,1049,22,1,7,11,0.9583333333333334,517.2,222
4321,2398,1858,5,423,7,5,12,59,0.5454545454545454,934.8,122
4322,1628,471,409,1616,12,15,5,20,0.84375,384,264
4323,1756,798,644,855,20,5,4,22,0.9615384615384616,314.4,285
4324,1982,97,2102,2005,0,5,8,34,0.35714285714285715,616.8,10
4325,641,1508,1627,288,14,3,5,32,0.6071428571428571,398.4,202
4326,1419,1158,594,935,9,10,3,57,0.6333333333333333,284.4,167
4327,2453,1427,1107,2120,9,2,9,33,0.7857142857142857,687.6,134
4328,1746,1450,951,270,11,2,3,26,0.8125,247.2,149
4329,890,570,2080,1303,5,2,8,17,0.3181818181818182,596.4,68
4330,175,2199,669,8,13,0,9,21,0.8125,673.2,182
4331,820,1523,533,775,2,5,6,27,0.7,464.4,53
4332,1983,1856,1538,2365,9,0,1,7,0.9,80.4,90
4333,1314,2224,337,1186,10,9,11,20,1,816,192
4334,118,2144,1692,1749,20,0,3,41,1,265.2,260
4335,127,142,1613,107,9,5,11,26,0.7,823.2,134
4336,1454,1759,810,2159,24,0,6,49,0.96,490.8,240
4337,1570,1166,597,953,11,3,4,53,1,351.6,147
4338,2377,1123,278,1081,6,4,4,0,1,288,86
4339,1626,1059,1792,842,11,5,8,31,0.5925925925925926,613.2,142
4340,480,1441,910,1486,12,7,2,33,0.95,183.6,200
4341,1037,2217,1353,1613,10,5,8,55,0.7142857142857143,642,140
4342,123,60,526,146,21,6,5,46,0.84375,415.2,222
4343,757,1874,87,51,20,13,7,4,0.9705882352941176,508.8,285
4344,1287,2287,164,1934,10,15,10,54,0.8620689655172413,784.8,200
4345,1881,551,205,2222,27,0,6,3,0.9310344827586207,435.6,351
4346,1705,278,757,421,21,4,5,56,0.9259259259259259,427.2,234
4347,1732,88,610,935,16,10,3,57,1,284.4,190
4348,1032,1712,567,2277,32,1,13,39,1,982.8,360
4349,1891,1247,895,2203,4,1,12,47,0.3333333333333333,920.4,49
4350,1912,948,1037,2157,2,18,6,20,0.7142857142857143,456,118
4351,1283,1129,2165,811,0,11,8,6,0.3333333333333333,583.2,44
4352,2245,2428,1118,646,7,2,7,40,0.375,552,107
4353,70,54,1578,519,5,1,1,39,0.35294117647058826,118.8,79
4354,1496,2406,1208,526,12,3,3,30,1,252,159
4355,2272,279,1035,230,12,9,4,9,0.65625,298.8,213
4356,2481,405,1624,548,12,4,11,56,0.9411764705882353,859.2,176
4357,515,25,238,1174,28,2,4,25,0.967741935483871,318,324
4358,820,1462,525,1549,3,5,4,7,0.5714285714285714,296.4,67
4359,2353,1758,414,892,13,4,3,17,1,236.4,168
4360,2133,535,2102,1831,18,1,6,28,0.6333333333333333,465.6,243
4361,1879,1711,108,416,12,7,3,22,0.5588235294117647,242.4,189
4362,2048,907,398,2436,4,0,4,29,0.21052631578947367,322.8,44
4363,2448,367,1453,642,9,7,2,34,0.9411764705882353,184.8,122
4364,2298,671,842,1673,13,8,8,19,0.7,598.8,246
4365,1839,1380,612,768,26,4,4,48,1,345.6,366
4366,2186,1780,1903,1927,23,0,9,43,1,699.6,299
4367,1005,1859,84,885,22,3,3,23,0.7575757575757576,243.6,314
4368,741,176,665,1543,11,1,6,50,0.6666666666666666,492,163
4369,2055,1999,891,1430,1,2,5,32,0.09090909090909091,398.4,26
4370,1542,1060,1451,17,16,6,4,11,0.6666666666666666,301.2,202
4371,481,1743,1550,2228,23,6,9,17,1,668.4,283
4372,51,7,1317,1468,8,0,5,25,0.4444444444444444,390,88
4373,308,1743,2024,1444,20,4,5,17,0.8275862068965517,380.4,268
4374,1072,643,882,1620,18,0,7,27,1,536.4,180
4375,225,931,1615,1107,9,3,2,57,1,212.4,114
4376,2486,1689,2322,1453,20,3,8,54,0.9583333333333334,640.8,206
4377,1046,356,1700,1978,12,8,4,15,0.7692307692307693,306,172
4378,211,1314,1623,846,19,0,6,42,0.95,482.4,190
4379,748,254,2445,398,15,10,7,0,0.8333333333333334,504,215
4380,1783,356,1099,1122,2,13,3,23,0.5769230769230769,243.6,78
4381,1978,1027,637,1621,9,0,8,58,0.6,645.6,108
4382,1731,1964,257,385,2,13,7,26,0.8333333333333334,535.2,130
4383,392,204,12,80,9,3,12,11,1,877.2,108
4384,1156,1106,1469,387,21,8,10,43,0.90625,771.6,321
4385,447,1484,2150,432,28,2,5,5,1,366,342
4386,544,147,212,198,15,0,6,40,1,480,150
4387,832,2356,244,2020,14,2,7,20,0.8888888888888888,528,182
4388,1564,2124,1879,2044,14,6,8,37,0.8,620.4,236
4389,2284,1625,581,830,17,0,3,2,1,218.4,238
4390,1052,2482,2071,2239,10,3,3,35,0.9285714285714286,258,125
4391,656,514,1528,654,27,1,8,42,0.9333333333333333,626.4,356
4392,1354,40,52,532,14,1,7,30,0.5172413793103449,540,149
4393,2115,189,913,387,8,2,10,43,0.7692307692307693,771.6,100
4394,299,1446,502,530,9,5,10,56,1,787.2,114
4395,2228,1957,2400,798,17,4,6,1,0.875,433.2,190
4396,1756,2308,912,1686,12,5,2,25,0.85,174,189
4397,105,1794,889,939,23,0,9,44,0.7666666666666667,700.8,322
4398,947,573,670,1150,5,8,3,50,0.9285714285714286,276,113
4399,1398,1713,1891,1440,8,2,1,53,0.9090909090909091,135.6,96
4400,1664,1543,749,339,0,5,2,52,0.45454545454545453,206.4,10
4401,1770,1416,883,1867,2,23,5,0,0.7352941176470589,360,72
4402,1476,1586,2416,57,19,0,6,52,0.95,494.4,266
4403,2074,1461,291,273,16,8,9,34,0.9230769230769231,688.8,248
4404,1151,1709,2409,722,21,6,7,49,0.84375,562.8,342
4405,140,1348,1148,23,5,6,6,3,0.5789473684210527,435.6,90
4406,1333,1569,529,1848,0,19,6,49,0.7916666666666666,490.8,133
4407,2121,1515,1949,1456,10,0,3,22,1,242.4,120
4408,1947,243,2391,1290,9,24,5,14,1,376.8,228
4409,1511,450,92,1315,3,6,3,55,0.375,282,90
4410,1991,1770,1374,699,15,4,9,19,0.8260869565217391,670.8,212
4411,1347,84,310,78,11,2,4,3,0.5416666666666666,291.6,166
4412,1969,1857,2016,313,16,1,2,48,0.7083333333333334,201.6,182
4413,365,2200,657,646,6,4,7,40,0.6666666666666666,552,84
4414,132,297,876,2346,2,3,10,49,0.2,778.8,53
4415,1538,685,2348,225,9,3,2,24,0.8,172.8,117
4416,1878,420,2467,437,10,0,6,53,1,495.6,120
4417,1014,700,277,1619,10,8,4,39,0.6428571428571429,334.8,168
4418,2057,2193,2044,2078,6,18,3,46,0.96,271.2,126
4419,658,2131,1135,983,10,8,0,47,0.5806451612903226,56.4,160
4420,2033,1349,104,1852,22,2,7,0,0.96,504,256
4421,1371,2438,1609,1628,1,0,9,10,0.037037037037037035,660,13
4422,1422,252,1836,2354,2,7,8,36,0.5294117647058824,619.2,77
4423,292,701,516,1652,16,17,7,50,1,564,360
4424,830,573,126,2321,4,7,2,41,0.7857142857142857,193.2,69
4425,432,2428,1838,1567,19,3,6,48,0.9166666666666666,489.6,233
4426,474,2418,275,2259,18,1,4,30,0.76,324,201
4427,1832,1838,1441,147,6,11,2,29,0.5666666666666667,178.8,143
4428,937,657,2012,1974,16,9,3,13,0.8620689655172413,231.6,223
4429,2337,2073,1183,2368,17,8,11,20,1,816,219
4430,1996,1000,1030,1532,2,2,8,34,0.23529411764705882,616.8,40
4431,2305,2215,1058,1719,3,11,5,0,0.8235294117647058,360,99
4432,1753,585,717,1457,2,10,6,33,0.9230769230769231,471.6,98
4433,304,716,1125,1128,6,21,1,1,1,73.2,162
4434,2264,1650,1400,1029,4,9,7,51,0.4642857142857143,565.2,115
4435,1336,385,2192,1979,2,17,5,35,0.6551724137931034,402,111
4436,2261,729,1226,1365,23,2,9,18,0.9615384615384616,669.6,326
4437,57,248,1084,2424,8,2,9,6,0.43478260869565216,655.2,88
4438,588,1649,1819,114,21,0,6,18,0.9130434782608695,453.6,210
4439,854,1060,2238,1013,19,2,8,26,0.6363636363636364,607.2,219
4440,216,113,1104,154,8,2,8,20,0.8333333333333334,600,86
4441,317,1699,735,2418,21,1,5,43,1,411.6,218
4442,1967,2191,2179,2381,11,15,7,58,0.7878787878787878,573.6,170
4443,639,1056,46,2133,20,2,7,31,0.9565217391304348,541.2,248
4444,530,1702,1840,2419,10,1,3,51,0.9166666666666666,277.2,142
4445,1081,385,970,716,2,9,5,41,0.3793103448275862,409.2,69
4446,2046,2308,2181,725,20,0,8,30,1,612,260
4447,826,363,2164,2037,6,7,2,50,0.5652173913043478,204,120
4448,1821,2090,322,1146,23,3,10,58,0.8666666666666667,789.6,337
4449,1856,1547,1595,1450,10,8,9,11,0.9,661.2,164
4450,1911,1187,1917,1223,13,1,6,49,0.56,490.8,185
4451,2159,143,2162,1129,9,9,9,30,1,684,171
4452,1146,1266,1679,1261,15,8,9,44,0.71875,700.8,266
4453,2058,247,1659,2462,5,1,9,5,0.17647058823529413,654,77
4454,527,1707,1032,1099,19,8,4,15,0.9642857142857143,306,233
4455,1073,396,1847,1834,15,4,12,1,0.7307692307692307,865.2,216
4456,928,2026,2261,2435,8,1,6,14,0.6428571428571429,448.8,113
4457,553,1597,1855,1086,7,4,2,27,0.7333333333333333,176.4,90
4458,1519,434,625,960,11,2,4,8,1,297.6,155
4459,1074,2064,2351,66,3,8,1,30,0.9166666666666666,108,46
4460,1473,420,179,762,2,1,0,38,0.3,45.6,24
4461,321,955,557,2164,20,8,10,45,0.9655172413793104,774,328
4462,2371,1490,784,2063,10,1,4,33,0.9166666666666666,327.6,134
4463,1373,1603,2377,1698,27,0,7,40,0.8181818181818182,552,324
4464,457,965,2416,677,2,6,6,9,0.23529411764705882,442.8,60
4465,1058,1683,166,417,13,0,2,2,0.7222222222222222,146.4,182
4466,119,716,1507,1508,6,2,2,45,0.2962962962962963,198,98
4467,663,1768,452,995,18,0,6,41,1,481.2,234
4468,2495,1232,675,706,7,5,4,58,0.8,357.6,131
4469,1590,46,1388,1947,18,4,12,10,0.9565217391304348,876,226
4470,1202,1489,578,2480,27,6,7,13,1,519.6,360
4471,2281,1009,296,1842,1,8,10,49,0.391304347826087,778.8,82
4472,2095,861,1148,785,2,9,5,17,0.39285714285714285,380.4,92
4473,1005,35,2277,1816,2,2,8,53,0.36363636363636365,639.6,32
4474,241,791,2006,347,19,7,8,52,0.8666666666666667,638.4,232
4475,857,473,1631,429,9,9,5,36,0.5454545454545454,403.2,135
4476,1560,1246,1581,828,12,1,10,51,1,781.2,163
4477,247,868,1854,2113,19,8,6,29,0.8709677419354839,466.8,338
4478,651,568,1694,1591,11,8,9,44,0.9047619047619048,700.8,196
4479,847,848,247,2384,3,4,8,23,0.7,603.6,78
4480,1499,80,966,1135,8,4,2,53,0.42857142857142855,207.6,104
4481,13,2144,2044,1999,4,13,5,15,0.85,378,117
4482,484,2072,2154,562,21,9,8,12,1,590.4,321
4483,360,1407,1555,2249,17,7,6,38,0.8888888888888888,477.6,256
4484,785,157,2346,460,7,1,2,18,0.6153846153846154,165.6,86
4485,1612,610,1233,312,10,4,7,0,0.7,504,138
4486,132,1446,2441,1820,12,0,8,22,0.8571428571428571,602.4,156
4487,2038,1063,1430,907,8,1,9,47,0.6,704.4,108
4488,1161,497,611,827,4,5,6,53,0.6,495.6,85
4489,272,2372,328,2270,6,7,8,6,0.8666666666666667,583.2,102
4490,551,2099,654,701,7,19,11,57,0.9285714285714286,860.4,191
4491,894,241,1512,806,8,2,3,40,0.6666666666666666,264,118
4492,2233,1836,1617,1742,3,7,8,3,0.8333333333333334,579.6,64
4493,2412,1433,189,370,10,1,13,25,0.6875,966,109
4494,2430,2447,1231,550,8,6,8,56,0.5384615384615384,643.2,122
4495,323,2272,2098,1773,8,22,2,36,0.9375,187.2,170
4496,1941,2291,2154,1587,17,1,12,46,1,919.2,196
4497,2334,2155,2278,748,8,0,11,27,0.5333333333333333,824.4,88
4498,1322,1292,921,2476,21,11,11,20,0.9696969696969697,816,243
4499,2187,708,1440,2248,1,17,5,3,0.9,363.6,147
4500,2448,2424,575,849,22,0,3,54,0.88,280.8,264
4501,958,352,759,571,0,0,3,32,0,254.4,0
4502,1699,1536,2413,840,13,13,6,20,0.8125,456,247
4503,2449,1751,1761,2163,16,6,6,7,1,440.4,196
4504,1223,567,1235,932,9,1,6,23,0.6666666666666666,459.6,114
4505,81,1795,1772,2298,7,2,6,45,0.9,486,91
4506,935,2407,1666,687,9,1,12,30,1,900,105
4507,979,2374,239,721,19,1,3,30,0.9523809523809523,252,215
4508,2150,1366,209,793,20,10,10,40,1,768,350
4509,934,1041,500,218,0,16,7,18,0.8888888888888888,525.6,32
4510,2339,441,315,1884,2,13,10,11,0.6521739130434783,733.2,124
4511,1415,1906,260,1194,9,25,2,30,1,180,326
4512,1539,981,2077,506,17,5,3,38,0.9166666666666666,261.6,212
4513,1685,895,2410,941,0,14,8,6,0.875,583.2,126
4514,473,1053,24,2082,3,1,7,55,0.25,570,50
4515,1431,1378,1296,1318,1,22,5,17,0.696969696969697,380.4,145
4516,2150,238,22,1446,3,26,9,29,1,682.8,273
4517,2281,973,904,495,18,9,4,40,0.8709677419354839,336,261
4518,549,1711,298,2084,5,28,11,39,0.9705882352941176,838.8,210
4519,44,1844,1197,810,3,2,10,52,0.20833333333333334,782.4,36
4520,1371,547,2232,1559,2,1,6,29,0.21428571428571427,466.8,31
4521,637,9,1624,1445,17,2,8,50,0.8636363636363636,636,197
4522,976,2174,2209,1293,3,4,2,48,0.2916666666666667,201.6,53
4523,184,1685,2213,1361,30,0,8,19,1,598.8,330
4524,1880,1967,2204,900,2,1,6,21,0.21428571428571427,457.2,35
4525,1708,1346,1947,2066,12,1,10,44,0.8125,772.8,138
4526,360,249,2469,2393,10,4,10,17,0.5833333333333334,740.4,150
4527,1282,2440,125,573,1,5,5,40,0.35294117647058826,408,42
4528,379,2408,941,1218,15,6,6,43,0.7777777777777778,483.6,174
4529,1535,37,551,1451,6,0,12,14,0.2857142857142857,880.8,84
4530,1086,203,1178,2004,10,22,7,7,1,512.4,218
4531,1931,205,827,811,27,2,8,6,0.9666666666666667,583.2,367
4532,659,221,517,1246,10,18,3,22,0.8484848484848485,242.4,154
4533,1599,3,192,1369,16,0,5,23,0.9411764705882353,387.6,192
4534,327,558,452,2318,10,15,4,47,0.9259259259259259,344.4,220
4535,1066,1084,911,1751,2,12,13,6,1,943.2,58
4536,1086,1789,215,1743,7,10,8,23,0.9444444444444444,603.6,131
4537,576,446,1152,460,10,1,2,18,0.8461538461538461,165.6,136
4538,2330,35,355,1335,5,0,7,22,0.45454545454545453,530.4,50
4539,2264,806,1340,1205,8,2,1,2,1,74.4,118
4540,1356,1771,1492,811,17,0,8,6,1,583.2,187
4541,1334,2274,968,811,19,1,8,6,0.9090909090909091,583.2,273
4542,474,1912,2110,540,26,1,9,22,1,674.4,289
4543,1296,1055,2070,1894,12,0,10,33,0.7058823529411765,759.6,168
4544,2336,810,1956,443,16,6,2,12,0.7096774193548387,158.4,220
4545,776,1387,1031,1672,16,8,3,13,1,231.6,216
4546,1762,1110,1539,2297,11,3,10,7,0.8235294117647058,728.4,166
4547,1169,581,921,2154,3,14,9,6,0.7083333333333334,655.2,70
4548,2474,566,1680,1552,14,1,12,37,0.9375,908.4,205
4549,1662,594,1121,2113,8,1,6,29,0.8181818181818182,466.8,105
4550,812,20,1561,563,8,3,6,15,0.7333333333333333,450,97
4551,1532,755,2009,1469,27,0,2,29,1,178.8,324
4552,1041,1258,1471,1871,8,2,7,19,0.625,526.8,104
4553,1827,2267,1986,2129,17,10,4,40,0.9642857142857143,336,190
4554,1740,1726,750,1705,2,4,8,26,0.2222222222222222,607.2,44
4555,558,622,298,98,27,0,7,12,1,518.4,297
4556,1674,774,1106,874,2,13,5,38,1,405.6,48
4557,2026,689,686,2231,5,12,10,4,0.7727272727272727,724.8,74
4558,2057,58,11,1582,19,0,0,58,1,69.6,228
4559,2442,1069,1231,2356,8,2,8,2,0.625,578.4,112
4560,771,2236,1707,717,10,2,7,11,0.46153846153846156,517.2,154
4561,1539,1498,2240,718,5,2,11,51,0.35,853.2,65
4562,145,543,930,237,10,2,2,17,1,164.4,144
4563,1024,967,1283,88,9,6,4,50,0.7142857142857143,348,147
4564,549,857,203,503,2,10,5,35,0.75,402,78
4565,1264,1251,2199,2205,6,7,6,0,0.65,432,133
4566,1686,1180,480,1690,5,7,10,16,0.8,739.2,104
4567,1199,1263,1562,1153,25,5,9,37,1,692.4,320
4568,1069,1810,1582,1085,4,8,7,39,1,550.8,116
4569,1445,1929,440,1170,2,17,5,57,0.9047619047619048,428.4,56
4570,1558,2325,422,145,16,7,12,57,0.92,932.4,188
4571,2303,1970,52,1558,22,4,5,11,0.9285714285714286,373.2,270
4572,610,447,809,1588,21,7,10,59,0.8484848484848485,790.8,238
4573,174,2114,1629,972,5,11,5,29,0.9411764705882353,394.8,83
4574,758,2088,360,2409,11,2,11,27,1,824.4,147
4575,2209,983,58,1218,23,1,6,43,0.8275862068965517,483.6,278
4576,2127,292,2016,2385,22,0,8,49,1,634.8,286
4577,2485,1935,2383,533,11,8,6,18,0.9047619047619048,453.6,164
4578,667,526,281,81,4,14,5,46,0.75,415.2,82
4579,1031,1556,2052,2478,13,0,5,49,1,418.8,156
4580,2248,1533,1918,375,25,0,7,42,0.9259259259259259,554.4,300
4581,2186,843,485,814,7,0,5,31,0.7,397.2,91
4582,2370,1431,1490,1601,13,0,10,18,0.4482758620689655,741.6,156
4583,1857,1445,642,947,21,0,6,17,0.9545454545454546,452.4,252
4584,331,2321,403,705,9,1,4,19,0.7142857142857143,310.8,107
4585,505,230,2042,1657,0,19,6,35,0.6551724137931034,474,152
4586,1161,1679,520,339,13,1,2,52,0.875,206.4,139
4587,1266,601,921,1993,3,4,11,14,0.3888888888888889,808.8,60
4588,308,1379,1134,1538,21,2,7,20,0.8846153846153846,528,266
4589,955,763,468,1889,1,9,8,56,0.37037037037037035,643.2,75
4590,491,580,1957,15,0,7,7,15,0.4666666666666667,522,42
4591,505,536,990,797,9,3,2,49,0.75,202.8,123
4592,2069,1283,1988,526,8,2,3,30,0.5882352941176471,252,118
4593,1249,562,726,2407,18,0,11,31,0.8181818181818182,829.2,216
4594,452,444,2081,1530,7,4,5,40,0.6875,408,89
4595,1403,892,1234,561,7,1,2,26,0.8,175.2,99
4596,1357,707,2255,1876,9,3,10,44,1,772.8,114
4597,1314,559,1524,631,7,20,13,23,0.9642857142857143,963.6,244
4598,306,2011,1783,155,19,1,6,27,1,464.4,216
